         198668384 function calls (193956861 primitive calls) in 279.605 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      112    0.000    0.000    0.136    0.001 base_layer.py:3009(_tracking_metadata)
      112    0.000    0.000    0.114    0.001 layer_serialization.py:38(python_properties)
      112    0.002    0.000    0.083    0.001 layer_serialization.py:43(_python_properties_internal)
      112    0.001    0.000    0.062    0.001 layer_serialization.py:113(get_config)
      112    0.001    0.000    0.135    0.001 base_serialization.py:45(tracking_metadata)
      112    0.001    0.000    0.020    0.000 json_utils.py:43(encode)
      110    0.001    0.000    0.094    0.001 gen_array_ops.py:11337(tile)
      108    0.000    0.000    0.309    0.003 core.py:205(call)
   102/95    0.005    0.000    0.076    0.001 weakref.py:358(remove)
      101    0.001    0.000    0.069    0.001 gen_math_ops.py:8844(select_v2)
       94    0.001    0.000    0.098    0.001 gen_math_ops.py:4021(greater_equal)
       89    0.002    0.000    1.013    0.011 nn_grad.py:355(_BiasAddGradGrad)
    88/64    0.001    0.000    0.057    0.001 training.py:2322(_undeduplicated_weights)
       87    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
       86    0.001    0.000    0.316    0.004 math_grad.py:769(_TanhGradGrad)
       83    0.000    0.000    0.087    0.001 array_ops.py:368(expand_dims_v2)
       83    0.001    0.000    0.087    0.001 gen_array_ops.py:2259(expand_dims)
       82    0.001    0.000    0.010    0.000 backend.py:330(learning_phase)
       81    0.000    0.000    0.086    0.001 array_ops.py:295(expand_dims)
       81    0.001    0.000    0.077    0.001 gen_math_ops.py:3851(floor_mod)
       81    0.001    0.000    0.069    0.001 gen_math_ops.py:10493(_sum)
       81    0.000    0.000    0.072    0.001 math_ops.py:1921(reduce_sum)
       81    0.000    0.000    0.071    0.001 math_ops.py:1987(reduce_sum_with_dims)
       81    0.000    0.000    0.000    0.000 random_seed.py:41(get_seed)
       80    0.000    0.000    0.000    0.000 tensor_shape.py:1203(__eq__)
       80    0.001    0.000    0.080    0.001 gen_math_ops.py:11294(unsorted_segment_sum)
       80    0.000    0.000    0.003    0.000 summary_ops_v2.py:258(as_default)
       80    0.000    0.000    0.010    0.000 summary_ops_v2.py:282(flush)
       80    0.001    0.000    0.009    0.000 summary_ops_v2.py:942(flush)
       80    0.000    0.000    0.007    0.000 gen_summary_ops.py:182(flush_summary_writer)
       80    0.000    0.000    0.038    0.000 variables.py:237(<lambda>)
       80    0.000    0.000    0.039    0.000 variables.py:223(_variable_v2_call)
       80    0.001    0.000    0.038    0.000 variable_scope.py:2616(default_variable_creator_v2)
       80    0.000    0.000    0.003    0.000 node.py:227(input_shapes)
       80    0.000    0.000    0.002    0.000 node.py:234(output_shapes)
       79    0.000    0.000    0.039    0.000 array_ops.py:713(size)
       79    0.001    0.000    0.038    0.000 array_ops.py:745(size_internal)
       78    0.001    0.000    0.075    0.001 array_ops.py:3279(pad)
       78    0.001    0.000    0.055    0.001 gen_array_ops.py:6512(pad)
       74    0.001    0.000    0.004    0.000 ops.py:2438(_set_func_attr)
       74    0.000    0.000    0.003    0.000 inspect_utils.py:82(isbuiltin)
       72    0.000    0.000    0.017    0.000 deprecation.py:311(new_func)
       72    0.002    0.000    0.123    0.002 ops.py:2284(_add_outputs)
       72    0.002    0.000    0.004    0.000 ops.py:2450(_set_type_list_attr)
       72    0.000    0.000    0.001    0.000 indexed_slices.py:121(name)
       72    0.001    0.000    0.258    0.004 indexed_slices.py:393(_indexed_slices_to_tensor)
       72    0.001    0.000    0.007    0.000 base_layer.py:1560(_clear_losses)
    72/54    0.000    0.000    0.047    0.001 training.py:2313(weights)
       70    0.001    0.000    0.048    0.001 gen_array_ops.py:1105(concat_offset)
    70/18    0.001    0.000    9.785    0.544 function.py:614(forward_backward)
       70    0.002    0.000    0.003    0.000 function.py:732(<listcomp>)
    70/15    0.011    0.000   15.032    1.002 function.py:710(_rewrite_forward_and_call_backward)
       70    0.001    0.000    0.066    0.001 array_grad.py:86(_ExtractInputShapes)
       70    0.002    0.000    0.333    0.005 array_grad.py:53(_ConcatGradHelper)
       70    0.000    0.000    0.334    0.005 array_grad.py:226(_ConcatGradV2)
       70    0.002    0.000    0.568    0.008 array_grad.py:235(_SliceGrad)
       68    0.000    0.000    0.005    0.000 resource_variable_ops.py:668(read_value)
       68    0.003    0.000    0.645    0.009 array_grad.py:618(_GatherV2Grad)
       68    0.002    0.000    0.022    0.000 base_layer.py:297(__init__)
       68    0.001    0.000    0.003    0.000 base_layer.py:2261(_set_dtype_policy)
       68    0.000    0.000    0.002    0.000 base_layer.py:2409(_init_set_name)
       68    0.001    0.000    0.010    0.000 base_layer.py:2884(_init_call_fn_args)
       68    0.000    0.000    0.006    0.000 base_layer.py:2900(_call_full_argspec)
       68    0.000    0.000    0.007    0.000 base_layer.py:2907(_call_fn_args)
       68    0.000    0.000    0.001    0.000 base_layer.py:2916(_call_fn_arg_defaults)
       68    0.000    0.000    0.001    0.000 policy.py:342(_parse_name)
       68    0.000    0.000    0.001    0.000 policy.py:296(__init__)
       68    0.000    0.000    0.028    0.000 version_utils.py:63(__new__)
       68    0.000    0.000    0.038    0.001 core.py:218(<lambda>)
    66/48    0.000    0.000    0.021    0.000 training.py:1899(non_trainable_weights)
       64    0.000    0.000    0.056    0.001 resource_variable_ops.py:307(shape_safe_assign_variable_handle)
       64    0.000    0.000    0.115    0.002 resource_variable_ops.py:636(_map_resources)
       64    0.002    0.000    0.107    0.002 resource_variable_ops.py:1821(__init__)
       64    0.001    0.000    0.109    0.002 resource_variable_ops.py:2133(copy_to_graph_uninitialized)
       64    0.000    0.000    0.061    0.001 variables.py:199(<lambda>)
       64    0.000    0.000    0.061    0.001 variables.py:182(_variable_v1_call)
       64    0.001    0.000    0.068    0.001 base.py:691(_add_variable_with_custom_getter)
       64    0.001    0.000    0.061    0.001 variable_scope.py:2557(default_variable_creator)
       64    0.000    0.000    0.007    0.000 saveable_object_util.py:100(f)
       64    0.000    0.000    0.092    0.001 saveable_object_util.py:119(restore)
       64    0.000    0.000    1.781    0.028 control_flow.py:382(protected_body)
       64    0.001    0.000    0.070    0.001 base_layer.py:477(add_weight)
       64    0.000    0.000    0.009    0.000 initializers_v2.py:127(__call__)
       64    0.001    0.000    0.063    0.001 base_layer_utils.py:55(make_variable)
       64    0.000    0.000    0.009    0.000 init_ops_v2.py:118(__call__)
       64    0.000    0.000    0.000    0.000 input_spec.py:75(<dictcomp>)
       64    0.000    0.000    0.000    0.000 input_spec.py:57(__init__)
       64    0.000    0.000    0.004    0.000 tf_utils.py:445(maybe_init_scope)
       64    0.000    0.000    0.000    0.000 policy.py:433(should_cast_variables)
       63    0.000    0.000    0.000    0.000 reportviews.py:1082(<genexpr>)
       62    0.000    0.000    0.000    0.000 base_layer.py:2937(_call_accepts_kwargs)
       60    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       60    0.000    0.000    0.071    0.001 array_grad.py:754(_ReshapeGrad)
       56    0.001    0.000    0.003    0.000 data_structures.py:735(__init__)
       56    0.000    0.000    0.002    0.000 data_structures.py:832(_update_snapshot)
       56    0.001    0.000    0.014    0.000 base_layer.py:1356(updates)
       56    0.000    0.000    3.442    0.061 base_layer.py:3017(_list_functions_for_serialization)
       56    0.000    0.000    0.002    0.000 policy.py:488(global_policy)
       56    0.000    0.000    0.000    0.000 policy.py:517(policy_defaults_to_floatx)
       56    0.000    0.000    2.095    0.037 layer_serialization.py:77(functions_to_serialize)
    56/10    0.000    0.000    2.552    0.255 layer_serialization.py:101(_get_serialized_attributes_internal)
       56    0.000    0.000    3.441    0.061 base_serialization.py:76(list_functions_for_serialization)
       56    0.000    0.000    0.000    0.000 save_impl.py:117(<dictcomp>)
       56    0.000    0.000    0.000    0.000 save_impl.py:113(<listcomp>)
       56    0.000    0.000    0.007    0.000 json_utils.py:52(<listcomp>)
       56    0.001    0.000    0.062    0.001 save_impl.py:83(wrap_layer_objects)
    56/10    0.001    0.000    2.517    0.252 save_impl.py:134(wrap_layer_functions)
    56/10    0.000    0.000    0.892    0.089 save_impl.py:210(_replace_child_layer_functions)
       56    0.000    0.000    0.001    0.000 save_impl.py:296(_restore_child_layer_functions)
       56    0.001    0.000    0.016    0.000 save_impl.py:339(__init__)
       56    0.000    0.000    0.005    0.000 save_impl.py:367(_generate_input_signature)
       56    0.000    0.000    0.003    0.000 save_impl.py:552(_wrap_call_and_conditional_losses)
       56    0.000    0.000    0.004    0.000 save_impl.py:581(_extract_outputs_from_fn)
       56    0.000    0.000    0.001    0.000 serialized_attributes.py:174(functions_to_serialize)
       56    0.000    0.000    0.002    0.000 serialized_attributes.py:188(set_and_validate_functions)
       56    0.001    0.000    0.019    0.000 serialized_attributes.py:205(set_and_validate_objects)
       56    0.000    0.000    0.098    0.002 module.py:171(submodules)
       56    0.001    0.000    0.064    0.001 sequential.py:459(get_config)
    52/42    0.002    0.000    0.339    0.008 base_layer.py:996(_functional_construction_call)
       52    0.000    0.000    0.000    0.000 base_layer.py:2442(_handle_activity_regularization)
       52    0.001    0.000    0.086    0.002 base_layer.py:2614(_maybe_build)
       51    0.001    0.000    0.037    0.001 gen_array_ops.py:722(broadcast_gradient_args)
    51/40    0.000    0.000   21.357    0.534 function.py:3718(bound_method_wrapper)
       49    0.002    0.000    0.002    0.000 {built-in method posix.stat}
       49    0.000    0.000    0.002    0.000 genericpath.py:16(exists)
       49    0.001    0.000    0.055    0.001 gen_math_ops.py:5752(maximum)
       48    0.000    0.000    0.002    0.000 tensor_shape.py:1016(with_rank)
       48    0.001    0.000    0.005    0.000 tensor_util.py:842(constant_value_as_shape)
       48    0.001    0.000    0.039    0.001 random_ops.py:207(random_uniform)
       48    0.001    0.000    0.030    0.001 gen_random_ops.py:695(random_uniform)
       48    0.000    0.000    0.028    0.001 nn_ops.py:4865(_get_noise_shape)
       48    0.000    0.000    0.227    0.005 nn_ops.py:4890(dropout)
       48    0.002    0.000    0.227    0.005 nn_ops.py:4945(dropout_v2)
       48    0.002    0.000    0.678    0.014 math_grad.py:414(_GatherDropNegatives)
       48    0.000    0.000    0.007    0.000 training.py:589(metrics)
       48    0.000    0.000    0.234    0.005 core.py:209(dropped_inputs)
       47    0.000    0.000    0.003    0.000 tf_stack.py:105(__init__)
       47    0.001    0.000    0.047    0.001 gen_math_ops.py:4877(less)
    47/36    0.000    0.000   21.267    0.591 func_graph.py:958(wrapper)
       46    0.000    0.000    0.008    0.000 multigraph.py:1083(number_of_edges)
       46    0.000    0.000    0.004    0.000 utils.py:40(use_wrapped_call)
       44    0.000    0.000    0.001    0.000 backend.py:984(unique_object_name)
       44    0.000    0.000    0.000    0.000 graph_view.py:176(root)
       44    0.000    0.000    0.001    0.000 generic_utils.py:745(to_snake_case)
       44    0.000    0.000    0.001    0.000 while_v2.py:540(_is_trainable)
       44    0.000    0.000    0.054    0.001 while_v2.py:486(_preprocess_grad)
       42    0.000    0.000    0.001    0.000 {built-in method builtins.print}
       42    0.000    0.000    0.003    0.000 base_layer.py:2108(input_shape)
       42    0.000    0.000    0.003    0.000 base_layer.py:2162(output_shape)
       41    0.000    0.000    0.026    0.001 gen_math_ops.py:6318(neg)
       40    0.000    0.000    0.002    0.000 resource_variable_ops.py:280(__del__)
       40    0.000    0.000    0.001    0.000 gen_resource_variable_ops.py:226(destroy_resource_op)
       40    0.000    0.000    0.001    0.000 data_structures.py:338(append)
       40    0.000    0.000    0.001    0.000 data_structures.py:487(_update_snapshot)
       40    0.000    0.000    0.002    0.000 data_structures.py:564(append)
       40    0.000    0.000    0.009    0.000 sequential.py:156(add)
       40    0.000    0.000    1.965    0.049 ppo_agent.py:98(reset_env)
       40    0.030    0.001    0.036    0.001 ppo_agent.py:108(gae_estimation)
       40    0.057    0.001  119.916    2.998 ppo_agent.py:149(run_update)
       40    0.139    0.003  149.492    3.737 ppo_agent.py:123(run_episode)
       40    0.002    0.000    0.139    0.003 tf_logs.py:23(training_episode_logs)
       40    0.004    0.000    0.019    0.000 environment.py:88(calculate_phi)
       40    0.001    0.000    0.060    0.001 environment.py:215(set_target_measure)
       40    0.001    0.000    1.964    0.049 environment.py:179(reset)
       40    0.036    0.001    0.156    0.004 environment.py:301(_reset_edge_attributes)
       36    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_TryEvaluateConstant_wrapper}
       36    0.000    0.000    0.022    0.001 gen_array_ops.py:8994(shape)
       36    0.000    0.000    0.001    0.000 function.py:3245(validate_signature)
       36    0.000    0.000    0.001    0.000 math_grad.py:1225(_ShapesFullySpecifiedAndEqual)
       35    0.013    0.000    0.226    0.006 gradients_util.py:52(_MarkReachedOps)
       35    0.016    0.000    0.363    0.010 gradients_util.py:72(_PendingCount)
       35    0.020    0.001    1.180    0.034 gradients_util.py:140(_DefaultGradYs)
       35    0.001    0.000    0.006    0.000 gradients_util.py:258(_StopOps)
    35/15    0.114    0.003   16.531    1.102 gradients_util.py:479(_GradientsHelper)
       35    0.002    0.000    0.013    0.000 control_flow_state.py:761(MaybeCreateControlFlowState)
       32    0.000    0.000    0.003    0.000 gen_array_ops.py:8248(reshape_eager_fallback)
       32    0.000    0.000    0.001    0.000 math_ops.py:685(sign)
       32    0.000    0.000    0.007    0.000 resource_variable_ops.py:838(assign)
       32    0.000    0.000    0.016    0.000 gen_resource_variable_ops.py:1320(variable_shape)
       32    0.000    0.000    0.006    0.000 gen_linalg_ops.py:2048(qr)
       32    0.001    0.000    0.011    0.000 random_ops.py:43(random_normal)
       32    0.000    0.000    0.005    0.000 gen_random_ops.py:612(random_standard_normal)
       32    0.000    0.000    0.257    0.008 backprop.py:601(aggregate_indexed_slices_gradients)
       32    0.000    0.000    0.515    0.016 math_grad.py:467(_UnsortedSegmentSumGrad)
       32    0.000    0.000    0.031    0.001 initializers_v2.py:439(__call__)
       32    0.001    0.000    0.031    0.001 init_ops_v2.py:619(__call__)
       32    0.000    0.000    0.012    0.000 init_ops_v2.py:1028(random_normal)
       32    0.001    0.000    0.031    0.001 saving_utils.py:147(model_metadata)
       32    0.000    0.000    0.000    0.000 training.py:152(is_functional_model_init_params)
       32    0.000    0.000    0.077    0.002 model_serialization.py:34(_python_properties_internal)
       32    0.001    0.000    0.030    0.001 core.py:1131(__init__)
       32    0.001    0.000    0.080    0.002 core.py:1159(build)
       32    0.001    0.000    0.887    0.028 tmptrnrfvd0.py:23(loop_body)
       32    0.001    0.000    0.894    0.028 tmpyi08y390.py:23(loop_body)
       32    0.000    0.000    0.052    0.002 while_v2.py:528(_zeros_like)
       28    0.000    0.000    0.022    0.001 data_structures.py:219(non_trainable_weights)
    28/19    0.001    0.000    0.002    0.000 conversion.py:129(is_whitelisted)
       28    0.000    0.000    0.000    0.000 config_lib.py:62(get_action)
       28    0.000    0.000    0.111    0.004 control_flow_util_v2.py:63(create_new_tf_function)
       28    0.000    0.000    0.000    0.000 training.py:2577(_trackable_saved_model_saver)
       28    0.000    0.000    0.000    0.000 model_serialization.py:64(object_identifier)
       27    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       27    0.000    0.000    0.000    0.000 __init__.py:736(filter)
       27    0.000    0.000    0.016    0.001 array_ops.py:2110(transpose)
       27    0.000    0.000    0.015    0.001 gen_array_ops.py:11502(transpose)
    26/24    0.000    0.000    0.759    0.032 save_impl.py:479(wrap_with_training_arg)
       22    0.000    0.000    0.004    0.000 __init__.py:881(handle)
       22    0.000    0.000    0.003    0.000 __init__.py:1002(flush)
       22    0.000    0.000    0.004    0.000 __init__.py:1013(emit)
       21    0.000    0.000    0.011    0.001 tensor_array_ops.py:1005(__init__)
       21    0.001    0.000    0.123    0.006 math_grad.py:147(_SumGrad)
       20    0.000    0.000    0.013    0.001 array_ops.py:3058(placeholder)
       20    0.000    0.000    0.013    0.001 gen_array_ops.py:6769(placeholder)
       18    0.001    0.000    1.208    0.067 tmpbie5p1vm.py:6(tf__call)
       18    0.000    0.000    0.000    0.000 tmpbie5p1vm.py:4(inner_factory)
       17    0.000    0.000    0.017    0.001 gen_math_ops.py:3174(equal)
       17    0.000    0.000    0.012    0.001 math_ops.py:429(divide)
       17    0.000    0.000    0.017    0.001 math_ops.py:1581(equal)
       17    0.001    0.000    0.014    0.001 function.py:645(<listcomp>)
    17/11    0.001    0.000    7.939    0.722 function.py:653(_backprop_function)
    17/11    0.003    0.000    9.784    0.889 function.py:625(_construct_forward_backward)
       17    0.000    0.000    0.038    0.002 math_grad.py:1270(_SubGrad)
       16    0.000    0.000    0.008    0.001 gen_nn_ops.py:4719(l2_loss)
       16    0.002    0.000    0.004    0.000 function.py:902(<listcomp>)
    16/13    0.009    0.001   13.987    1.076 function.py:868(_build_functions_for_outputs)
       16    0.000    0.000    0.027    0.002 data_structures.py:226(weights)
       16    0.007    0.000    0.136    0.009 graph_view.py:89(_serialize_slot_variables)
       16    0.013    0.001    1.280    0.080 graph_view.py:185(_breadth_first_traversal)
       16    0.000    0.000    2.733    0.171 training.py:2581(_list_functions_for_serialization)
       16    0.000    0.000    0.000    0.000 training.py:2632(_compile_was_called)
    16/10    0.000    0.000    3.237    0.324 model_serialization.py:45(_get_serialized_attributes_internal)
       14    0.000    0.000    3.916    0.280 backprop.py:132(_gradient_function)
       14    0.000    0.000    0.000    0.000 data_structures.py:66(_should_wrap_tuple)
       14    0.000    0.000    0.003    0.000 math_grad.py:189(EvaluateAsTuple)
       14    0.000    0.000    0.001    0.000 functional.py:237(input_shape)
       14    0.000    0.000    0.001    0.000 functional.py:272(output_shape)
       14    0.000    0.000    0.028    0.002 sequential.py:107(__init__)
       13    0.000    0.000    0.002    0.000 __init__.py:1118(emit)
       13    0.000    0.000    0.012    0.001 math_grad.py:624(_ExpGrad)
       13    0.000    0.000    0.102    0.008 math_grad.py:1616(_SelectGradV2)
       12    0.000    0.000    0.001    0.000 uuid.py:759(uuid4)
       12    0.000    0.000    0.003    0.000 op_def_library.py:700(<listcomp>)
       12    0.000    0.000    0.003    0.000 array_ops.py:2199(matrix_transpose)
       12    0.000    0.000    0.002    0.000 gen_array_ops.py:11549(transpose_eager_fallback)
       12    0.001    0.000    0.009    0.001 functional.py:117(_init_graph_network)
       12    0.000    0.000    0.021    0.002 input_layer.py:91(__init__)
       12    0.000    0.000    0.022    0.002 input_layer.py:210(Input)
       12    0.000    0.000    0.000    0.000 training_utils.py:1946(get_static_batch_size)
       12    0.000    0.000    0.355    0.030 sequential.py:338(build)
       11    0.000    0.000    0.010    0.001 gen_math_ops.py:6203(mul_no_nan)
       11    0.000    0.000    0.007    0.001 gen_math_ops.py:7268(_range)
       11    0.000    0.000    0.012    0.001 gen_data_flow_ops.py:704(dynamic_stitch)
       11    0.000    0.000    0.000    0.000 math_ops.py:1801(<listcomp>)
       11    0.000    0.000    0.016    0.001 math_ops.py:1731(range)
       11    0.000    0.000    0.078    0.007 math_ops.py:3894(reduced_shape)
       11    0.000    0.000    0.061    0.006 math_grad.py:249(_MeanGrad)
       11    0.000    0.000    0.007    0.001 math_grad.py:539(_NegGrad)
     10/6    0.000    0.000    0.083    0.014 control_flow.py:906(if_stmt)
     10/6    0.000    0.000    0.083    0.014 control_flow.py:1002(_py_if_stmt)
        9    0.000    0.000    0.009    0.001 array_ops.py:2029(transpose_v2)
        9    0.000    0.000    0.008    0.001 gen_math_ops.py:5832(mean)
        9    0.000    0.000    0.009    0.001 math_ops.py:2255(reduce_mean)
      9/6    0.000    0.000    0.007    0.001 tf_should_use.py:246(wrapped)
        9    0.000    0.000    0.087    0.010 math_grad.py:217(_MinOrMaxGrad)
        9    0.000    0.000    0.103    0.011 math_grad.py:1407(_RealDivGrad)
        9    0.000    0.000    0.078    0.009 math_grad.py:1505(_MaximumMinimumGrad)
      8/4    0.000    0.000    0.340    0.085 config.py:948(gin_wrapper)
        8    0.000    0.000    0.009    0.001 array_ops.py:3220(pad_v2)
        8    0.000    0.000    0.002    0.000 array_ops.py:4314(where)
        8    0.000    0.000    0.002    0.000 gen_math_ops.py:8744(select)
        8    0.000    0.000    0.002    0.000 gen_control_flow_ops.py:470(no_op)
        8    0.000    0.000    0.080    0.010 control_flow_ops.py:1100(cond)
        8    0.000    0.000    0.009    0.001 gen_io_ops.py:466(merge_v2_checkpoints)
        8    0.000    0.000    0.049    0.006 gen_io_ops.py:1694(save_v2)
        8    0.000    0.000    0.004    0.000 gen_io_ops.py:1756(sharded_filename)
        8    0.001    0.000    0.001    0.000 meta_graph.py:138(ops_used_by_graph_def)
        8    0.000    0.000    0.003    0.000 string_ops.py:48(regex_full_match)
        8    0.000    0.000    0.002    0.000 string_ops.py:540(string_join)
        8    0.000    0.000    0.002    0.000 gen_string_ops.py:586(static_regex_full_match)
        8    0.000    0.000    0.002    0.000 gen_string_ops.py:819(string_join)
        8    0.001    0.000    0.001    0.000 function.py:1197(<listcomp>)
        8    0.003    0.000    0.030    0.004 function.py:1192(_wrap_backward_function)
        8    0.000    0.000    0.064    0.008 function.py:1270(record)
        8    0.000    0.000    1.782    0.223 control_flow.py:291(for_stmt)
        8    0.000    0.000    1.781    0.223 control_flow.py:371(_py_for_stmt)
        8    0.006    0.001    0.025    0.003 graph_view.py:209(_add_attributes_to_object_graph)
        8    0.009    0.001    0.069    0.009 graph_view.py:318(_fill_object_graph_proto)
        8    0.002    0.000    0.181    0.023 graph_view.py:336(_serialize_gathered_objects)
        8    0.002    0.000    1.311    0.164 graph_view.py:412(objects_ids_and_slot_variables)
        8    0.000    0.000    0.217    0.027 math_grad.py:449(_UnsortedSegmentMinOrMaxGrad)
        8    0.000    0.000    0.015    0.002 math_grad.py:1304(_MulGrad)
        8    0.000    0.000    0.000    0.000 functional_saver.py:44(__init__)
        8    0.000    0.000    0.057    0.007 functional_saver.py:57(save)
        8    0.000    0.000    0.004    0.000 functional_saver.py:115(sharded_filename)
        8    0.000    0.000    0.000    0.000 functional_saver.py:168(<dictcomp>)
        8    0.000    0.000    0.003    0.000 functional_saver.py:137(__init__)
        8    0.000    0.000    0.074    0.009 functional_saver.py:252(save_fn)
        8    0.000    0.000    0.086    0.011 functional_saver.py:202(save)
        8    0.007    0.001    6.909    0.864 save.py:168(__init__)
        8    0.001    0.000    0.006    0.001 save.py:224(_add_saveable_objects)
        8    0.000    0.000    0.004    0.001 core.py:185(__init__)
        8    0.000    0.000    0.080    0.010 cond_v2.py:59(cond_v2)
        8    0.000    0.000    0.004    0.001 cond_v2.py:296(<listcomp>)
        8    0.000    0.000    0.021    0.003 cond_v2.py:192(_build_cond)
        7    0.000    0.000    0.004    0.001 gen_math_ops.py:3773(floor_div)
        7    0.000    0.000    0.004    0.001 math_ops.py:1380(floordiv)
        7    0.000    0.000    0.019    0.003 math_grad.py:35(_safe_shape_div)
        7    0.000    0.000    0.012    0.002 math_grad.py:67(SmartBroadcastGradientArgs)
        7    0.000    0.000    0.060    0.009 math_grad.py:238(_MaxGrad)
        6    0.000    0.000    0.005    0.001 gen_array_ops.py:4378(invert_permutation)
        6    0.000    0.000    0.009    0.002 list_ops.py:59(tensor_list_reserve)
        6    0.000    0.000    0.006    0.001 list_ops.py:67(tensor_list_from_tensor)
        6    0.000    0.000    0.007    0.001 list_ops.py:74(tensor_list_get_item)
        6    0.000    0.000    0.005    0.001 gen_list_ops.py:391(tensor_list_from_tensor)
        6    0.000    0.000    0.007    0.001 gen_list_ops.py:529(tensor_list_get_item)
        6    0.000    0.000    0.009    0.002 gen_list_ops.py:859(tensor_list_reserve)
        6    0.000    0.000    0.014    0.002 gen_list_ops.py:1209(tensor_list_set_item)
        6    0.000    0.000    0.009    0.002 array_grad.py:782(_TransposeGrad)
        6    0.000    0.000    0.051    0.008 math_grad.py:1542(_MaximumGrad)
        6    0.000    0.000    0.733    0.122 tmps_e0bsah.py:6(tf__call)
        6    0.000    0.000    0.000    0.000 tmps_e0bsah.py:4(inner_factory)
        6    0.000    0.000    0.001    0.000 while_v2.py:1241(<listcomp>)
        6    0.000    0.000    0.001    0.000 while_v2.py:1233(_pack_sequence_as)
        6    0.001    0.000    0.016    0.003 while_v2.py:1222(_copy_handle_data)
        5    0.000    0.000    0.010    0.002 gen_array_ops.py:10476(strided_slice_grad)
        5    0.000    0.000    0.003    0.001 gen_math_ops.py:7495(reciprocal)
      5/4    0.009    0.002   14.001    3.500 function.py:1349(_forward_and_backward_functions)
        5    0.000    0.000    0.010    0.002 nn_grad.py:503(_BroadcastMul)
        5    0.000    0.000    0.034    0.007 nn_grad.py:543(_SparseSoftmaxCrossEntropyWithLogitsGrad)
        5    0.000    0.000    0.015    0.003 array_grad.py:263(_StridedSliceGrad)
        5    0.000    0.000    0.007    0.001 math_grad.py:643(_LogGrad)
        5    0.000    0.000    0.010    0.002 math_grad.py:1345(_MulNoNanGrad)
        4    0.027    0.007    0.027    0.007 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToGraphDef}
        4    0.000    0.000    0.073    0.018 tmp06_ym89j.py:9(tf__signature_wrapper)
        4    0.000    0.000    0.004    0.001 __init__.py:1368(info)
        4    0.080    0.020    0.315    0.079 ops.py:3178(_as_graph_def)
        4    0.000    0.000    0.316    0.079 ops.py:3268(as_graph_def)
        4    0.000    0.000    0.000    0.000 tensor_shape.py:1211(__ne__)
        4    0.000    0.000    0.000    0.000 op_def_library.py:682(<listcomp>)
        4    0.000    0.000    0.002    0.001 array_ops.py:4207(squeeze)
        4    0.000    0.000    0.000    0.000 gen_array_ops.py:10042(<listcomp>)
        4    0.000    0.000    0.002    0.001 gen_array_ops.py:9985(squeeze)
        4    0.000    0.000    0.002    0.001 gen_math_ops.py:1497(batch_mat_mul_v2)
        4    0.000    0.000    0.013    0.003 gen_math_ops.py:10953(unsorted_segment_max)
        4    0.000    0.000    0.013    0.003 gen_math_ops.py:11069(unsorted_segment_min)
        4    0.000    0.000    0.003    0.001 math_ops.py:3063(matmul)
        4    0.000    0.000    0.003    0.001 gen_nn_ops.py:10783(softmax)
        4    0.007    0.002    0.008    0.002 file_io.py:99(write)
        4    0.000    0.000    0.000    0.000 file_io.py:193(__enter__)
        4    0.000    0.000    0.005    0.001 file_io.py:197(__exit__)
        4    0.005    0.001    0.005    0.001 file_io.py:223(close)
        4    0.000    0.000    0.014    0.003 file_io.py:323(write_string_to_file)
        4    0.000    0.000    0.016    0.004 file_io.py:549(atomic_write_string_to_file)
        4    0.000    0.000    0.004    0.001 gen_io_ops.py:521(merge_v2_checkpoints_eager_fallback)
        4    0.000    0.000    0.008    0.002 gen_io_ops.py:1463(restore_v2)
        4    0.000    0.000    0.018    0.004 gen_io_ops.py:1743(save_v2_eager_fallback)
        4    0.007    0.002    0.154    0.038 meta_graph.py:457(strip_graph_default_valued_attrs)
        4    0.000    0.000    0.072    0.018 function.py:1605(__call__)
        4    0.000    0.000    0.072    0.018 function.py:1657(_call_impl)
        4    0.000    0.000    0.071    0.018 function.py:1675(_call_with_flat_signature)
        4    0.000    0.000    0.004    0.001 nn_ops.py:3520(_softmax)
        4    0.000    0.000    0.004    0.001 nn_ops.py:3599(softmax)
        4    0.000    0.000    0.000    0.000 backend.py:3469(get_value)
        4    0.000    0.000    0.121    0.030 graph_view.py:364(serialize_object_graph)
        4    0.000    0.000    0.129    0.032 graph_view.py:389(frozen_saveable_objects)
        4    0.000    0.000    0.023    0.006 array_grad.py:839(_PadGrad)
        4    0.000    0.000    0.108    0.027 math_grad.py:473(_UnsortedSegmentMaxGrad)
        4    0.000    0.000    0.108    0.027 math_grad.py:479(_UnsortedSegmentMinGrad)
        4    0.000    0.000    0.124    0.031 util.py:1100(_gather_saveables)
        4    0.000    0.000    0.158    0.039 util.py:1117(_save_cached_when_graph_building)
        4    0.000    0.000    0.159    0.040 util.py:1152(save)
        4    0.000    0.000    0.103    0.026 functional_saver.py:80(restore)
